SMSes,Labels
"??_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""",0.0
Check your account,0.0
m still at home now lei... Hulk rite... Where Ã¼ wan to watch?,0.0
I knw i m sho shweet... Bt 1 mr thng i knw dat u r most shweetoo persn... Muaah... ,0.0
Hey thank u and wish u the same... How come I didn't see u in church....,0.0
Lol it's summoned out usimg the impure world jutsu.,0.0
Why you told to dad.,0.0
Lol simi taking in the market?bo bian 1 la how to change.arga arga lor.,0.0
guys on monday let's meet at the same place.. wrong tree ok? bring your own things.,0.0
I am cooking fries! Nomnomnom! Lol... this Sunday morning got projectpresentation lo need yup school sob sob sob... lucky also not veryearly is  <DECIMAL>  lol... anyway tml we eating dinner?,0.0
ll see you all on friday! Tata!,0.0
Haha okay (: LOL why would I open!!! I'm just about to leave t3!,0.0
Yay!! :-) all the best for tomorrow!! It ll be the best show nusindian dance has produced! See you! :-* And noted about the tickets.,0.0
Easy ah?sen got selected means its good..,0.0
I can??t wait for cornwall. Hope tonight isn??t too bad as well but it??s rock night shite. Anyway i??m going for a kip now have a good night. Speak to you soon.,0.0
"Like dat clash with my timing. Aiyoh, i got to change date again..",0.0
"I will sing about your strength. Every morning I will sing aloud of your constant love. You have been a refuge for me, a shelter in my time of trouble. I will praise you, my defender. My refuge is GOD, the GOD who LOVES me. Psalms <TIME> , <#>  Praise the Lord! Have a blessed day IN CHRIST :-)",0.0
Was going to the bank. So wanted to talk to my dear. Nothing much. Talk to you later. At office already.,0.0
Hey ask any of ur frnds whether they want carpidem t.shirt medium size,0.0
"Hey, TG and i don't mind presenting. U give him a reply asap bah.",0.0
CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,0.0
"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",0.0
"no worry, Im working on paper too",0.0
Really ah! So u going to come to my house to get them is it?,0.0
 Hit me up when you're free. ?? Let's catch up!,0.0
Alright.. New to.. probably should be quick,0.0
t turned u off.Hav i?U free later tonight?Its a chore to sms...,0.0
"im nw dj at new dance club called M.O.S at prince edward link.shenton way, ex ntuc club, new club new buildin",0.0
Now at blk 3.,0.0
i tot we are meeting at 3? now changed to 4 already? ugh.,0.0
How? Izzit still raining?,0.0
Take call,0.0
hope you have received my email,0.0
ll b leavin on fri liao... U workin tmr?,0.0
"Cool, be there in 5",0.0
"Ok, team A is tze chin and co. Team C is hui min and co.",0.0
"Woah... So early...Noe all of u watch liao, so i plan to watch alone lor...",0.0
I will reach in hour,0.0
Haha why dun want? Save money get by yourself? Convince them its vimpt ~ yeap its super fun!!! (: (:,0.0
The optimum speed for 24ish avg in alto is between 80-100,0.0
Yea i was but didnt see u anyway just email it to me,0.0
"You know what I mean, texting.",0.0
Nope... C ?_ then...,0.0
 Wanna catch a flick later? Popcorn's on me.,0.0
K come by  <DECIMAL>  i 'l give intro,0.0
Anna i dint get dat service leaflet..Hyms if u get an extra 1 gv me 2..Nw dont bark readin dis.By da *Kal ikuth u penumata visaduma. New Signal Toothbrush!*,0.0
Aiyo a bit pai seh ? noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,0.0
Nvr go there but got take picture from ferry...,0.0
"Hi Sis, happy weekend ahead.  Just wondering, do you know theconfirmed time when your guys are planning to go to the house?   Needto confirm with the designer whether ok.  Thanks!",0.0
"Oh... Ok, thgt u wan to take note of ur student cos of sars...",0.0
Don't need lyrics it's not enough to describe e feelings lol,0.0
Where u all,0.0
It*,0.0
Hahaha I'll try! One last episode haha:x Sunday also busy): council stuff):,0.0
INVITATION To all my dear Frndz 4 D NEW YEAR  Party! On 31st Dec 2010 At- Nahyan Hall  67th Floor  Burj-E-Khaleefa  DUBAI,0.0
Ya I free 2moro. Yh nvr say do wad le.... dunno still on not,0.0
))): haha i'm such a pig omg th brought so damn much food:o haha Ishould eat agar powder!,0.0
 I heard about your volunteering efforts. You're making a difference!,0.0
"Dr Lim, will you be in the office at about 6pm today?",0.0
I calling him in e afternoon.,0.0
Hey whats the website?,0.0
"Hi ladies, we will be meeting up for dance practice at  <TIME> pm tmr @ aunty catherine's hse. Please reply me after seeing this msg. Thank you.",0.0
"Hi Ing Cheong, any updates for our child's curtains? Thanks!",0.0
ll think of u...,0.0
also how 2 create?,0.0
"Broke. :( when I get money, sure.",0.0
m thinking of u... So wat r u doing?,0.0
If money doesnt grow on trees then why do banks have branches?Why does a round pizza come in a square box? Why doesnt glue stick to its bottle ?Why do Life means:A winter evening  Four friends  Mild Rain  Four cups of tea..Life means:Hundred bucks of petrol  Two rusty old bikes  And an open road..you still call it building when its already built ?If its true that we are here to help others what are others here for .If u arnt supposed to drink anLife means:Maggi nodles  A hostel room  3.25 a.m..Life means:1 Prep leave  1 night  1 book  8 dufers..Life means:3 old friends  3 separate cities d drive why do bars have parking lots. We are funny bunch of people living in a seriously funny world......  3 cofe mugs  n 1 internet mesenger..Life means:1 girl  1 number  4 friends  n a fight..Life means:Friends...Nothing else..   ,0.0
Nope. Never even heard of it!,0.0
Haha I entertain you on phone eh. Lol thought you were jumping just now.,0.0
Haha^^ what time are you supposed to wake up anyway??,0.0
So ? Just an I . Hahahah. . . I was just checkin ya! U dnt kno that word do ya? . . The REAL WORD is SARCASM! liveoutloud. . . Bo ya! Wth r u sayn?,0.0
Up to ?_... ?? wan come then come lor... But i din c any stripes skirt...,0.0
Wah! Means high possibility you will be lost eh.,0.0
U going ld deco?,0.0
You planning to attend?,0.0
How to study while watchin? and send me sms some more.. no wonder 2 sentence only.. go and watch than study la.. free liao thn msg me k. Ã,0.0
ohh thts gudu r gng gurgaontcs ofcbut u were heading  bglorem at home yar,0.0
That's your fault!,0.0
s seperated... No is 8428390h... 222 wolskel rd spore 358007...So how do i pay up...,0.0
Heading to woodlanda. Just nw walk to starion. Bus just left. Hee.Kept tjinkimg of u,0.0
What doing.,0.0
"Can you let clarissa know that as well, I'll msg the rest..",0.0
Haha u got plenty of room to get fat! T.T... me ish ur bf leh leaveme out please my money also all urs lol... ya lo so sad... anyway didI tell u my psycho term test got  <#> / <#> ?,0.0
Oh okay then thurs night?,0.0
Eh can sign us up? Yuquan say by Tmr le,0.0
Or just do that 6times,0.0
ok which sector,0.0
Can give me e url from e physics tut?,0.0
Have to run. Ttyl!,0.0
Secondly I will send some more amount after the revisions,0.0
Cally got class?,0.0
Thurs seems to be better. Around 5? Can?,0.0
Impossible may be spelled asI m possible..........buh.....nevr spell Rajnikant asRajni cnt.it hurts. MIND IT ,0.0
Prashanth tld dat u spoke 2 hm abt intrvw. He jz tld me dat u vl b cald. so bettr ask da details frm him. tc.,0.0
one two three four hit on the dance floor,0.0
We r at level one...,0.0
Call you back later,0.0
alright,0.0
Lp l waitin for bus le,0.0
Yeah I know that of cus.. Will get into trouble if I do so.,0.0
Mrs thurai wil speak 2 u in 5 minutes time,0.0
"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",0.0
gud nyt nd my best friends wedding  seriouslyud rather go  bedsleepwell,0.0
Kay. Cya there. Haha Ã¼ want to see photos?,0.0
Y ? wan to go there? C doctor?,0.0
Nope... C ? then...,0.0
"Sorry light turned green, I meant another friend wanted  <#>  worth but he may not be around",0.0
At clementi liao.u wan meet earlier then go not.,0.0
Appt is at <TIME> am. Not my fault u don't listen. I told u twice,0.0
"It's some werid shit going on with serial when i run analog write, even without setmove :/ Hard to say exactly what is wrong with the uno but yeah just get those few i don't think need anything unless you want another driver for dribbler.",0.0
"ok, see you there. thanks a lot.",0.0
1) A8G4. 2) alvin chia. 3) mechanical engineering. 4) only satbetween 8am-5pm.,0.0
"Integrating to your mycode3 shld be okay. As mentioned ytd, i createda product table n used another controller.",0.0
U want to watch movie after school tmr?,0.0
Got art ... Why le,0.0
Wont be able to make it as I have lessons from  <#> am-2pm.,0.0
Got red riding hood. Thriller,0.0
Response is a powerful weapon to occupy a place in others' heart. So use it wisely.,0.0
Then ? come n pick me at 530 ar?,0.0
"Heee. Laopo, im forever yours. Go home safe sweetness.",0.0
Na I'm now at bugis liao... hmmm then another time ba.,0.0
5 lo. Go where pool,0.0
ha. when u want to meet hiim? he no preference. as long as professional.,0.0
I dint tell u earlier.....par ab its tym to tell u evrythng......plz promise kar tht ths will stay between both of us only ,0.0
Haha np! I didn't go in the end! Just woke up hahaha! Haha chiong tosch!! Yay thanks ((:,0.0
How I know.. Go home?,0.0
Haha i see. Pray hard that you will receive it bah. Lol,0.0
where are you,0.0
Haha I end work at 4pm then cab down lo.,0.0
She gon come soon,0.0
"s house on christmas eve at 7pm for a nice christmas dinner. if you like, you can stay overnite too. bring your swimming wear too if you wanna swim",0.0
Ok. Confirm meet at warren at  <TIME> .,0.0
What * u wearing?,0.0
s u at first...,0.0
"Mr Tan, did you recieve the email regarding the SAFMC presentatin schedule? Apparently the teacher i/c is supposed to forward it to Mr Chan for official excuse from lessons",0.0
Thank you baby! I cant wait to taste the real thing...,0.0
Any recommendations for a good travel agent for Australia ??,0.0
Eh call us immediately after ur lesson.,0.0
Haha! I'm still at the main road!,0.0
"So fast wow! Really ah O.O interesting haha! Maybe ah, when I hadstomach pain haha! Why not cool?? But hard to maintain! hahaha let'sgo watch immortals!!!",0.0
Nop.. monday can?,0.0
Are you angry with me. What happen dear,0.0
Tml got. I think u can also hand in today if u in school now,0.0
Haven eat yet,0.0
ok.. we meet after lunch at abt 2 can?,0.0
Just a little,0.0
I am on the way,0.0
heee. dear wake up alr ah? i met up with her le. now at orchard. shewan go british council to sign up for IELTS preparatory  course..,0.0
"It feels like it was just yesterday, really.",0.0
Oops darn it actually jonny and pig also haven't reach lols,0.0
"ya lor i told her, only monk  dun cry as no emotions mah aiyah  tok to her  will vomit blood ah",0.0
"What I can conclude: you don't enjoy grinding women, you like thewoods, and you want to meet some women.",0.0
No way I'm going back there!,0.0
Maybe i could get book out tomo then return it immediately ..? Or something.,0.0
see rafiq at 4pm at shanta's house.,0.0
"Haha icic! Yeap waiting for my parents to come back! I just reachedhome! Can call if you want, i'm bored! Haha is it free for you toreceive mms??",0.0
"Nope, I'm sorry",0.0
Ah-hoot!,0.0
"Just looked it up and addie goes back Monday, sucks to be her",0.0
m not v free ok jus dat my hours r more flexible...,0.0
t make it on wednesday.,0.0
"There are professors in here too, but I'd bet my ass it's some pissedoff hung over grad student",0.0
Drinking teh at home is not something to do lol,0.0
OKAY HAHA IT'S OKAY I SHALL SMS RAGHAV THEN!!!,0.0
How's it?,0.0
"Ohh no omg sorry I didn't see your msg!! So fun? Haha glad it's notboring! Haha I went to eat lunch then go home, playing single playerminecraft now!",0.0
$6 if only the inner tube. I need the uncle to check for other parts also.,0.0
Hahaha coz you plugged it out!,0.0
Oops sorry for late reply. It's on  <#>  march.,0.0
Oops. Not sure about them leh..,0.0
Hey Tze.. running a bit late. Just reaching Chua Chu kang. Will reachin  <#>  mins,0.0
Hahaha so random omg so you managed to sneak in!? Nice! Hahaha yeahcool! Go plan!!!(: hahaha I'm replying now coz I woke up!,0.0
nahi laya i came here to collect her marksheets and stayed for a month unplanned  kal il return home,0.0
Thats nice,0.0
Hey Tamp mrt at 1pm,0.0
Hmmm. Can la jus give ur best for the tickets,0.0
Light nhi hai 2 ghante se aur  <#>  ghante ane wala bhi nhi hai. Meraphone bhi discharge ho rha hai.,0.0
Hey vincent I need the first aid kit from the clubhouse. Possible toget it now?,0.0
Could you help submit then?,0.0
Dear. Need to reach at  <#>  at Shaw towers beach road.:-) meet  <#>shld b ok,0.0
Ya ee no need Coa. Lol I still doing.Need to list main issuesState ur stand on the issuesState reliability of authorState usefulness of article for tip,0.0
LOL I DON'T KNOW I JUST SAW THE THREE PEOPLE YOU SAID THEN I WAS LIKEOH GOOD LUCK LOL HAHAHA,0.0
Not to worry. I'm sure you'll get it.,0.0
School activity.,0.0
"Eh roughly what time huh? Cos I free from abt  <#> , pk got somethingon at 2, I gtg at 4. Considerin changi shld take u quite long to getback here.",0.0
Hey pink... Xin cant make it 4 facial... But u comin rite... My sis  will b goin oso...,0.0
"On Facebook yes, actually, I dunno... she's gotten that job offerseveral times since we've been together",0.0
Probably my properly is less than your reasonably. But that's long. Teach me?,0.0
Ok. How many should i buy.,0.0
Nope. Just clearing my emails...,0.0
Is it? I really dont know. If cannot add then nvm bah.,0.0
"My work ah, sianz lor, always do e same stuff... U leh, how come can slack at home...",0.0
I sent via whatsapp liao.,0.0
are tu jab free ho let me know de doonga p,0.0
Oh fuck I totally forgot D= it's so late love... do you think wecould try tomorrow?,0.0
You make appointment with her bah.,0.0
 Remember the time we pulled an all-nighter? Crazy fun!,0.0
Lol oh yeah. Haha wait till tmr you remember to bring your hard disk first. XD,0.0
Can can. I replied to your email and sent it to kaixin and gilberttoo. I hope to receive your good news. :),0.0
Not u stay? Who stay? Date ok,0.0
"Lol, no worries lah, can meet u at the gym or smthing oso.won't be at the gym this weekend coz of a course, so catch up wif u nxt wk =)",0.0
any plans today,0.0
I'm on my way to nyc now anyway. Lol.,0.0
"Haha I can, either with enough sleep or during exam times haha! Alotof stress so I react to my alarm within the first few seconds it ringhaha! i'm like halfway through, it's like  <#>  pages of notes mygoodness! Haha I dunno, sim  <#>  or  <#>  bah!",0.0
Fffff. Can you text kadeem or are you too far gone,0.0
"Ohh:/ hope it can work later then!! Haha you pig! So all guys reallythink that way? My goodness! Haha I didn't lah! We all sleeping in myroom, so I just slept on the floor lor! Haha coz my mum took it out toshow my bro:P haha my dad's one full of red marks if I remembercorrectly :P haha going to bathe first! Omg can't believe I moved homele!",0.0
Oh icic...my fren oso wan dat course..ok gd 4u..c u sat den!,0.0
Hahaha coz my phone is working and i'm lazing around the house!!House is funny btw hahaha! I saw it on starworld! And terra nova lookscool!,0.0
To where:-),0.0
I miss you too. When does your rehearsal start?,0.0
m with driver. where u want to meet me.,0.0
Ok. Can u add me on Skype or msn so I can see the stack trace?<EMAIL>  (msn) isthmus_ <#>  (skype),0.0
ok sure. see you there then!,0.0
"Woah, gg! Must bring fbo right?",0.0
"Dunno leh... Ur feel lk eatin wat?Hmmm, geylang? Can eat beef kway teow and frog porridge...",0.0
darling i waiting for  <#>  now.. muggggs.coming coming!!,0.0
"Ohhhhh oh no! I'll cook you some food later then, and more sprite",0.0
Haha.. Like that Ã¼ own me one time to go out keke.. Them mtv award is abt wat one. I mean world wide one ar..,0.0
Meet you at where? I havent had lunch yet.,0.0
m going back too... tks... :),0.0
"ll b goin aust nxt wk... So sad, den i cant make it 4 ur party liao...",0.0
Yeah if I don't get it today I'm fucked for groceries,0.0
Finishing,0.0
I havent add Ã¼ yet right..,0.0
Lols vivo to the place need how long,0.0
Dear pls call if free,0.0
You eat so little ah!!!,0.0
"Ugh I know. This page (to reach an eventual paladin) hardly mobs, notnew attack for 2nd job class and it's slower than a retard using a 2hsword",0.0
Play at  <#> pm. See you!,0.0
"That is wonderful, now download and install wow, a lot has changed",0.0
"Pl check, Now it should work",0.0
I knew many new things bout my uncles character .and found out he is such worst kind of guy .   ,0.0
Ok. Just got off plane. :-),0.0
I've created twitter le =),0.0
Wats up? Anything with these girls?,0.0
orh..give u a flying kiss! hee. dear got eat lunch?,0.0
no reliability on me o,0.0
No wat color? Iolist my slippers too,0.0
When is the earliest,0.0
Dad are you at home? Can reheat the food for me?,0.0
"Hey hey hey, later I going sheng shiong, got anything need me help buy??",0.0
Counter ex: chester,0.0
"Sorry I think tonight cannot, and I not feeling well after my rest.",0.0
Ok. Will do. Hope to lv ard 6 :-),0.0
Lolwtf where btw,0.0
remember to bring the book,0.0
You reached?,0.0
Yo!! I'm online now! On Skype! (:,0.0
"Hi Andreu, wishing u a haqy n safe journey. May God bles u. Bye",0.0
"Which r d most powerful 3 words other than I LUV U ?  RESULTS ARE OUT ""!",0.0
I am using jazz,0.0
Dearie I waiting for bus. Just missed two busses.... Cn wait at trainplatform?? Kiss u later. Muuacks,0.0
You see the requirements please,0.0
Is dere ny bag of urs in hstl rum which is spare?  ,0.0
"Hi,we need to conduct the survey together. Pls chk ur email",0.0
"Hmmm...wkends lor.... Cos got sch everyday mah... Thurs or fri oso can la, but evening den can...U all leh...",0.0
Negative on both,0.0
"SO SAD. I DON'T KNOW, MAYBE IT MINUS OFF ONE DEMERIT. I SHOULD TRY TOGET A DEMERIT.LOL I DON'T SEE MY BLUE FORM ON MY RECORDS THOUGH",0.0
Nah wat time u playing mj? Jasmine ask is she included?,0.0
Ok done. Let me know if you didn't receive it. Have a good evening!,0.0
A true saying:- Anything is valuable only in 2 situations,0.0
s this tube she likes frm mambo..41 bucks.. Okie.. Juz to inform u.. Abit late but ha. Nvm la.,0.0
s e test period... So where are u studyin now? Doin wat...,0.0
"As for your feature wall design, we think your design is not quitethere and looks unfinished. I will repropose design and send to youfor your feedback. In particular, the partition and feature wall don'tlook connected or contiguous. Also, thought that you were going toconnect it to the cove light?",0.0
Any way we can ditch Jot but not the other? XP,0.0
"Hey Prashanth, r u free today?",0.0
After u log both sides:(x- <DECIMAL> )lg4 = xlg7Can do from here?,0.0
LOL DAMN OKAY. HAHAHA I SHALL CONTINUE WAITING AT THE PLATFORM.HAHAHA. WHERE IS YOUR BUS NOW.,0.0
"I didn't see your sms): I do until fall asleep, my mum let me offliao hahaha! Now my com ran out of battery x.x",0.0
"Tel abt ful education nt only abt jobs,companies,n exams..v vil hav abt colleges ,growin technology,which field is gud for futures etc.",0.0
Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,0.0
In another  <#>  -  <#>  mins!,0.0
What?! Lol go where buy?,0.0
Haha okay. Can send the budget proposal over to my email. I cant viewmy sent items from my phone.,0.0
Yeah. And my tab's running out of batt. They didnt even inform people that there will be this exchange booth..,0.0
Reached room?,0.0
"Huh cookies is when Ã¼ enter e web page, automatic wil giv Ã¼r com one.all webpages Ã¼ visit wil hav cookie one mah rite?",0.0
I would!,0.0
"Haha I dunno leh, just try bah! Let her know you're not in school!Haha good good!(:",0.0
" Btw, how's ur family?",0.0
Hahaha that's great... do those people actually think they're linguists?,0.0
Ya lols! At first I shamed him,0.0
m going to get specs. My membership is PX3748,0.0
re not having too much fun without me!! see u tomorrow love jess,0.0
"oo,. ok.. then u gt go out fetch da jie? haha",0.0
you want to go jo house later? after eleven?,0.0
Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies,0.0
Hope u r on the way. Miscal on reaching rum.. May God bles u.,0.0
I wil be there with in  <#>  minutes. Got any space,0.0
I can collect my car today!,0.0
Okie! :*:* come quickly hee,0.0
Erm... Okay if we reach on time,0.0
"Tml, 2pm at ion...orchard mrt stn..",0.0
Ur parents wan play? Cause I also going home soon. Haha,0.0
Any squash player here? Was wondering if we have any courts in Islamabad vicinity. PSB ones are being renovated. They might keep renovating for the next 2-3 years considering their speed.,0.0
That's one of the issues but california is okay. No snow so its manageable,0.0
Huh who? Where? When?,0.0
"m not attendin e stats tut tmr... Gee, goin to e doc cos of my rottin hand, partly lazy oso la...",0.0
s life ?,0.0
Hahahaha last lect.then u later go scold the fat girl b4 leaving.haahaha.say she very noisy throughout the sem. Haha.,0.0
Yup what was said??,0.0
doing but harshita i dont have email ids of most of the people    kya karoon ,0.0
hi  gud morninggot up on timewaited for ur call though,0.0
Hey gals... Tmr meet wat time... N where....,0.0
Eh shd be ok.can.,0.0
Lol you want to irc?,0.0
Oh jiayi didn't go? :DD no ah today is optional! Hehe! Stanley dunneed come liao! Oh yay :DD have fun hahaha I got a lot of random stufftoday too:P hahaha I don't sleep in csoh's class de! I shall mugbiochem! Haha okay! ^^,0.0
Hi violet. Would like to find out if u still have photos of the Crossroad Sports League u took last yr,0.0
Yeap on second tot please come to bus stop help me lol,0.0
I would suggest Teach for Pakistan as well. I have worked with them and they mainly work on uplifting the educational landscape in under privileged schools. If that is a considerable point for u.,0.0
Dear u wan eat in ntu or go other place eat? Reach where le? :*:*,0.0
Bblp u treat me so nice today! Mmuacks. Mummum,0.0
Nanthani  <#> . Pls call her tomorrow at 9am GBU Roshal.,0.0
"Hey, just rest early lah. Frankly speaking, if the song is not reallytml, we'll most likely adopt another idea. Becoz of time constraints.So sorry abt tt. Haha.",0.0
I hav 1 u hav 1 ur mom uses ur dad's 1 n ur aunty uses ur uncle's 1 a married lady wud aquire one buh a divorced lady wud lose 1 arnold schwarzenegger has a longer one madonna duznt hav 1 the chinese usualy hav shorter 1s sumtyms indians hav long 1s wat is it? ur surname! Buh i lyk the way u fink ,0.0
Lol gd sia A- tat 1.Suting got A for tat.lol.,0.0
Lol still on mrt ah? Im outside the shop already,0.0
Ya lo next week ask him... finish le? Sob sob sob... wow spam crabarh! Lol... marketing meeting lo lol... dunno when is the rehearsal,0.0
I thinking of u too..,0.0
Nice. Let's go to the park,0.0
T.T... sat sob sob sob... meet where? Town arh? Haizzzzzz expected...I not there then kana arrow -.-,0.0
Is this your number or sister's,0.0
I mean friday,0.0
MNO case in exam loh. I think don't spend so much time to read it. Haha.,0.0
"It's the ""fiction turn real"" part now",0.0
"Haha I'm really looking forward to the weekend now. Yeah another!Haha yah when I came in chinese class she never say anything. No I'mfine with smsing now la haha, sorry late reply just now prac. I am emonow haha. Got zuowen now I'll reply later!",0.0
Ok I can't do anything now until around  <#> ... just got in the busand going home now... haven even ate my dinner zzz,0.0
Haha considered bah. Let me know when you are coming over.,0.0
Eh im not a secondary school student nor a teacher.,0.0
orh.. should be ok.. we confirm on friday again,0.0
Maybe he ll make us go through a loop,0.0
"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",0.0
Haha okie u want 7 then 7... ting gf de hua~~~ haha... no gan jue?Give u more kiss *muack muack muack* haha watch  <#>  lo got dramatictwist of plot lol we tml watch  <#>  and  <#>  together,0.0
Yup can... But tmr i haf 2 go home 1st... Cos i bringin laptop to sch...,0.0
keen on grabbing some ice cream?,0.0
